,sounding_id,latitude,longitude,time,solar_zenith_angle,sensor_zenith_angle,xco2_quality_flag,xco2,xco2_uncertainty,xco2_apriori,pressure_levels,co2_profile_apriori,pressure_weight,dates
0,20160104000323,31.881119,-163.96313,1451865805.0789924,56.718956,21.582556,0,400.18002,4.3864064,400.64386,"[1.02140605e-01 5.37582169e+01 1.07516434e+02 1.61274628e+02
 2.15032867e+02 2.68791077e+02 3.22549255e+02 3.76307495e+02
 4.30065735e+02 4.83823944e+02 5.37582153e+02 5.91340332e+02
 6.45098511e+02 6.98856812e+02 7.52614990e+02 8.06373291e+02
 8.60131470e+02 9.13889587e+02 9.67647888e+02 1.02140607e+03]","[390.6337  394.40714 396.04114 397.29922 398.32663 399.52014 398.2157
 398.5043  398.8939  399.42087 400.05975 400.78265 401.56512 402.3992
 403.36722 404.37033 405.41147 406.49734 407.63486 408.8271 ]","[0.02643858 0.0528687  0.05283406 0.05278968 0.05275729 0.05273151
 0.05271019 0.05269146 0.0526735  0.0526549  0.0526396  0.05262692
 0.05261164 0.0526018  0.05259643 0.05258836 0.05249541 0.05232783
 0.0522433  0.02611883]",2016-01-04 00:03:23
1,20160104000332,31.323023,-164.11047,1451865814.298174,56.158665,21.58815,1,401.128,3.5137048,400.63315,"[1.02069363e-01 5.37207222e+01 1.07441444e+02 1.61162170e+02
 2.14882889e+02 2.68603638e+02 3.22324341e+02 3.76045074e+02
 4.29765778e+02 4.83486511e+02 5.37207275e+02 5.90927979e+02
 6.44648682e+02 6.98369446e+02 7.52090149e+02 8.05810852e+02
 8.59531555e+02 9.13252258e+02 9.66973022e+02 1.02069373e+03]","[390.6337  394.40735 396.04147 397.29947 398.3277  399.5155  398.259
 398.54523 398.93326 399.45773 400.09293 400.81085 401.58716 402.41815
 403.35785 404.33115 405.34094 406.39386 407.4963  408.6511 ]","[0.02643722 0.0528663  0.05283214 0.05278811 0.05275595 0.05273014
 0.05270878 0.05269049 0.05267357 0.05265575 0.05263954 0.05262682
 0.05261423 0.05260422 0.05259698 0.05258528 0.05246994 0.05232108
 0.05227165 0.0261318 ]",2016-01-04 00:03:32
2,20160104000405,29.372656,-164.61633,1451865846.6806576,54.20172,21.571653,0,399.14197,3.0009308,400.47952,"[1.02219321e-01 5.37996407e+01 1.07599281e+02 1.61398926e+02
 2.15198563e+02 2.68998230e+02 3.22797852e+02 3.76597504e+02
 4.30397125e+02 4.84196777e+02 5.37996460e+02 5.91796082e+02
 6.45595703e+02 6.99395386e+02 7.53195007e+02 8.06994690e+02
 8.60794250e+02 9.14593872e+02 9.68393555e+02 1.02219324e+03]","[390.62308 394.16394 395.6975  396.8753  397.8597  398.7955  399.7123
 398.48956 398.80096 399.30264 399.96152 400.73566 401.58698 402.45428
 403.2996  404.17368 405.07977 406.02338 407.00977 408.041  ]","[0.02644433 0.05288131 0.05284829 0.05280486 0.05277259 0.05274611
 0.0527245  0.0527039  0.05268278 0.0526589  0.05264144 0.05263496
 0.05262915 0.05262242 0.05261401 0.05250539 0.0523557  0.05230112
 0.05228722 0.02614103]",2016-01-04 00:04:05
3,20160104000551,22.948217,-166.19841,1451865952.5827587,47.767406,21.585066,0,400.38028,3.6980104,401.06412,"[1.0196878e-01 5.3667782e+01 1.0733556e+02 1.6100334e+02 2.1467113e+02
 2.6833890e+02 3.2200668e+02 3.7567444e+02 4.2934225e+02 4.8301004e+02
 5.3667780e+02 5.9034558e+02 6.4401337e+02 6.9768115e+02 7.5134888e+02
 8.0501672e+02 8.5868451e+02 9.1235223e+02 9.6602008e+02 1.0196878e+03]","[390.782   397.80777 398.94214 399.06213 399.22855 399.43863 399.68814
 399.9718  400.28397 400.6191  400.97244 401.33997 401.72653 402.29227
 402.8752  403.476   404.0971  404.74167 405.41232 406.10986]","[0.02645739 0.05290855 0.0528774  0.05283438 0.05279971 0.05276597
 0.05274367 0.05273012 0.05271297 0.05269871 0.05268597 0.05267127
 0.05265779 0.0526356  0.05259401 0.05250612 0.05231616 0.05217917
 0.05215495 0.02607012]",2016-01-04 00:05:51
4,20160104001527,-11.337398,-173.9372,1451866528.8864522,14.202531,15.541922,0,398.4808,1.1772419,399.78476,"[1.0102174e-01 5.3169338e+01 1.0633868e+02 1.5950801e+02 2.1267735e+02
 2.6584668e+02 3.1901602e+02 3.7218533e+02 4.2535471e+02 4.7852405e+02
 5.3169336e+02 5.8486273e+02 6.3803204e+02 6.9120142e+02 7.4437067e+02
 7.9754004e+02 8.5070941e+02 9.0387872e+02 9.5704810e+02 1.0102174e+03]","[390.77176 397.57263 400.47754 400.49606 400.49728 400.48257 400.45404
 400.41418 400.36554 400.31024 400.24997 400.1864  400.12006 400.05072
 399.97824 399.9023  399.82242 399.7382  399.64932 399.5558 ]","[0.02651239 0.05301811 0.05298664 0.05294373 0.05290763 0.05286988
 0.0528172  0.05276114 0.05276378 0.0527906  0.05278039 0.05276486
 0.05275555 0.05267731 0.05249184 0.05229942 0.05215299 0.05197683
 0.05183159 0.02589811]",2016-01-04 00:15:27
5,20160104001531,-11.594014,-173.99422,1451866533.3800912,13.971715,15.326133,0,398.62564,1.2909174,399.78976,"[1.0090319e-01 5.3106941e+01 1.0621388e+02 1.5932083e+02 2.1242776e+02
 2.6553473e+02 3.1864166e+02 3.7174860e+02 4.2485553e+02 4.7796249e+02
 5.3106946e+02 5.8417639e+02 6.3728333e+02 6.9039032e+02 7.4349719e+02
 7.9660419e+02 8.4971106e+02 9.0281805e+02 9.5592499e+02 1.0090319e+03]","[390.78003 397.76376 400.48505 400.50143 400.50067 400.48422 400.4542
 400.41306 400.36322 400.30685 400.2456  400.1806  400.1125  400.04132
 399.967   399.88913 399.80728 399.721   399.62997 399.5342 ]","[0.02652209 0.05303773 0.05300646 0.05296344 0.05292731 0.05289042
 0.05283935 0.05277861 0.05277774 0.05280587 0.05279566 0.05278133
 0.05277246 0.05268763 0.05250182 0.05228757 0.05210932 0.05191403
 0.0517478  0.02585335]",2016-01-04 00:15:31
6,20160104001659,-16.443056,-175.0922,1451866621.0764573,9.87089,11.141181,0,399.91418,0.9273415,399.72205,"[1.00674406e-01 5.29865303e+01 1.05973061e+02 1.58959595e+02
 2.11946121e+02 2.64932678e+02 3.17919189e+02 3.70905731e+02
 4.23892242e+02 4.76878815e+02 5.29865356e+02 5.82851868e+02
 6.35838379e+02 6.88825012e+02 7.41811462e+02 7.94798035e+02
 8.47784485e+02 9.00771057e+02 9.53757629e+02 1.00674414e+03]","[390.78833 397.9574  400.56546 400.57333 400.56085 400.5297  400.48245
 400.4219  400.35098 400.27213 400.18732 400.09637 400.0001  399.90002
 399.79593 399.68732 399.57367 399.4544  399.32913 399.1978 ]","[0.02654438 0.05308264 0.05305167 0.05300715 0.05297294 0.05293851
 0.05289452 0.05284848 0.05282445 0.0527411  0.052597   0.05249363
 0.05240909 0.05236107 0.05243552 0.05241099 0.05230954 0.05214586
 0.0519609  0.02597055]",2016-01-04 00:16:59
7,20160104001704,-16.698185,-175.15112,1451866625.5694926,9.675269,10.933532,0,396.95602,1.0810729,399.71893,"[1.00548096e-01 5.29200516e+01 1.05840103e+02 1.58760147e+02
 2.11680206e+02 2.64600281e+02 3.17520294e+02 3.70440369e+02
 4.23360413e+02 4.76280487e+02 5.29200562e+02 5.82120544e+02
 6.35040588e+02 6.87960693e+02 7.40880737e+02 7.93800842e+02
 8.46720825e+02 8.99640930e+02 9.52560974e+02 1.00548102e+03]","[390.78833 397.95682 400.5687  400.57632 400.56345 400.53177 400.48386
 400.42258 400.35077 400.27103 400.18527 400.0933  399.99582 399.89447
 399.78903 399.6791  399.5641  399.4434  399.3166  399.18375]","[0.02654652 0.05308696 0.05305599 0.0530115  0.05297733 0.05294197
 0.05289965 0.05285468 0.0528248  0.05273244 0.05258334 0.05247653
 0.05239256 0.05232297 0.05242868 0.05246435 0.05236897 0.05215746
 0.05192214 0.02595115]",2016-01-04 00:17:04
8,20160104001708,-16.954468,-175.21056,1451866630.2945926,9.481583,10.738832,0,400.1007,0.9983969,399.7159,"[1.00615509e-01 5.29555321e+01 1.05911064e+02 1.58866592e+02
 2.11822128e+02 2.64777679e+02 3.17733185e+02 3.70688751e+02
 4.23644257e+02 4.76599792e+02 5.29555359e+02 5.82510864e+02
 6.35466370e+02 6.88421936e+02 7.41377502e+02 7.94333008e+02
 8.47288513e+02 9.00244019e+02 9.53199585e+02 1.00615515e+03]","[390.7883  397.95645 400.57193 400.57928 400.56598 400.53378 400.4852
 400.4232  400.35062 400.27    400.1833  400.09027 399.99158 399.889
 399.78232 399.67108 399.5547  399.43256 399.30432 399.16992]","[0.026546   0.05308584 0.05305477 0.05301017 0.0529753  0.05293914
 0.05289984 0.05285722 0.05281854 0.05271817 0.0525691  0.05246128
 0.05238114 0.05230094 0.0524174  0.05252992 0.05244202 0.05215858
 0.05189588 0.02593873]",2016-01-04 00:17:08
9,20160104001722,-17.722464,-175.38934,1451866644.0072923,8.920898,10.157816,0,399.21426,1.0620351,399.71817,"[1.00583516e-01 5.29386902e+01 1.05877380e+02 1.58816071e+02
 2.11754761e+02 2.64693481e+02 3.17632141e+02 3.70570862e+02
 4.23509521e+02 4.76448242e+02 5.29386963e+02 5.82325623e+02
 6.35264282e+02 6.88203003e+02 7.41141724e+02 7.94080383e+02
 8.47019043e+02 8.99957703e+02 9.52896484e+02 1.00583514e+03]","[390.7971  398.16226 400.58246 400.58728 400.57166 400.53726 400.48676
 400.42288 400.3485  400.26614 400.17773 400.08228 399.98013 399.87396
 399.7636  399.64856 399.52823 399.402   399.26947 399.1306 ]","[0.02653635 0.05306644 0.05303528 0.05299112 0.05295629 0.05292162
 0.05288973 0.05285783 0.05280253 0.05269489 0.05257488 0.05248045
 0.05241444 0.05234354 0.05232398 0.05246126 0.05246058 0.05220208
 0.05200593 0.02598078]",2016-01-04 00:17:22
