,sounding_id,latitude,longitude,time,solar_zenith_angle,sensor_zenith_angle,xco2_quality_flag,xco2,xco2_uncertainty,xco2_apriori,pressure_levels,co2_profile_apriori,pressure_weight,dates
0,20160107000543,23.504967,-166.05592,1452125145.0103595,47.919125,21.568222,0,399.46725,2.6736422,401.13806,"[1.01618610e-01 5.34834862e+01 1.06966972e+02 1.60450439e+02
 2.13933945e+02 2.67417450e+02 3.20900879e+02 3.74384369e+02
 4.27867889e+02 4.81351349e+02 5.34834900e+02 5.88318298e+02
 6.41801758e+02 6.95285278e+02 7.48768738e+02 8.02252258e+02
 8.55735779e+02 9.09219177e+02 9.62702698e+02 1.01618616e+03]","[390.78067 397.43973 398.96725 399.09885 399.27707 399.4988  399.75937
 400.05313 400.37433 400.71747 401.07782 401.4516  401.83612 402.4018
 402.99606 403.6091  404.24374 404.90326 405.5901  406.30423]","[0.02646253 0.05291779 0.05288536 0.0528426  0.05281039 0.05278246
 0.05275615 0.05273375 0.0527169  0.05267336 0.05263851 0.05262309
 0.05260416 0.05261413 0.05260279 0.05251394 0.0523878  0.05223365
 0.0521354  0.02606523]",2016-01-07 00:05:43
1,20160107000548,23.225054,-166.1228,1452125149.7369483,47.63894,21.571768,1,401.52148,3.116118,401.12808,"[1.01687714e-01 5.35198517e+01 1.07039703e+02 1.60559555e+02
 2.14079407e+02 2.67599274e+02 3.21119110e+02 3.74638977e+02
 4.28158813e+02 4.81678711e+02 5.35198547e+02 5.88718384e+02
 6.42238220e+02 6.95758118e+02 7.49277954e+02 8.02797791e+02
 8.56317627e+02 9.09837463e+02 9.63357422e+02 1.01687726e+03]","[390.7807  397.4402  398.98557 399.11618 399.29306 399.51297 399.77127
 400.0624  400.38068 400.72055 401.0774  401.44748 401.82812 402.3895
 402.97345 403.57578 404.19925 404.84705 405.52148 406.22266]","[0.02646451 0.05292176 0.05288931 0.0528465  0.05281437 0.05278634
 0.05275988 0.05273712 0.05272041 0.05267555 0.05264102 0.05262704
 0.05260472 0.05261285 0.05260796 0.05253489 0.0523658  0.05219522
 0.05213201 0.02606273]",2016-01-07 00:05:48
2,20160107000602,22.386063,-166.32222,1452125163.4486423,46.79936,21.575996,1,401.7732,2.9948204,401.09692,"[1.01735227e-01 5.35448570e+01 1.07089714e+02 1.60634567e+02
 2.14179428e+02 2.67724304e+02 3.21269135e+02 3.74814026e+02
 4.28358856e+02 4.81903748e+02 5.35448608e+02 5.88993469e+02
 6.42538269e+02 6.96083191e+02 7.49628052e+02 8.03172974e+02
 8.56717712e+02 9.10262573e+02 9.63807495e+02 1.01735229e+03]","[390.78073 397.44064 399.03992 399.1676  399.34012 399.5544  399.8058
 400.08887 400.398   400.7279  401.074   401.43274 401.81024 402.34814
 402.90207 403.47327 404.06427 404.67804 405.31662 405.9801 ]","[0.02647358 0.0529399  0.05290755 0.05286476 0.05283286 0.0528042
 0.05277757 0.05275365 0.05273551 0.05268744 0.05266409 0.05265398
 0.05261194 0.05261377 0.05261524 0.05256343 0.05232739 0.05209526
 0.05205426 0.02602362]",2016-01-07 00:06:02
3,20160107000606,22.107697,-166.38802,1452125168.1748285,46.520905,21.564453,0,398.9562,3.0837357,401.08636,"[1.0168738e-01 5.3519676e+01 1.0703935e+02 1.6055904e+02 2.1407870e+02
 2.6759839e+02 3.2111807e+02 3.7463773e+02 4.2815741e+02 4.8167709e+02
 5.3519678e+02 5.8871649e+02 6.4223615e+02 6.9575586e+02 7.4927545e+02
 8.0279523e+02 8.5631482e+02 9.0983453e+02 9.6335419e+02 1.0168739e+03]","[390.78073 397.44077 399.05777 399.18448 399.35556 399.56793 399.817
 400.09738 400.40344 400.72998 401.07248 401.4274  401.80493 402.33347
 402.8777  403.43878 404.01926 404.62204 405.24902 405.90027]","[0.026469   0.05293073 0.0528984  0.05285566 0.05282387 0.05279545
 0.05276985 0.05274636 0.05272764 0.05268186 0.05265995 0.05265267
 0.05261229 0.05260976 0.05261142 0.05257164 0.05233771 0.05211408
 0.05208988 0.02604179]",2016-01-07 00:06:06
4,20160107000625,20.987347,-166.65157,1452125186.612065,45.40033,21.583643,0,398.81287,3.3930206,401.04126,"[1.0161979e-01 5.3484097e+01 1.0696819e+02 1.6045229e+02 2.1393639e+02
 2.6742050e+02 3.2090457e+02 3.7438867e+02 4.2787277e+02 4.8135687e+02
 5.3484100e+02 5.8832507e+02 6.4180914e+02 6.9529327e+02 7.4877734e+02
 8.0226147e+02 8.5574554e+02 9.0922961e+02 9.6271375e+02 1.0161979e+03]","[390.7807  397.43988 399.12885 399.25143 399.41647 399.62094 399.86032
 400.1294  400.4228  400.73544 401.06308 401.40237 401.77615 402.26834
 402.77478 403.29666 403.83636 404.39636 404.97842 405.58258]","[0.02647022 0.05293331 0.0529012  0.0528586  0.05282677 0.05279902
 0.05277465 0.05275188 0.05273186 0.05268896 0.05267147 0.05266949
 0.05262709 0.05261119 0.05261701 0.05253879 0.05231891 0.05212176
 0.05206081 0.02602701]",2016-01-07 00:06:25
5,20160107000629,20.707245,-166.71706,1452125191.1055832,45.120274,21.587837,0,400.34738,2.8777373,401.008,"[1.01695754e-01 5.35240822e+01 1.07048164e+02 1.60572235e+02
 2.14096329e+02 2.67620422e+02 3.21144470e+02 3.74668579e+02
 4.28192657e+02 4.81716736e+02 5.35240845e+02 5.88764893e+02
 6.42288940e+02 6.95813110e+02 7.49337158e+02 8.02861206e+02
 8.56385315e+02 9.09909363e+02 9.63433472e+02 1.01695758e+03]","[390.77292 397.26025 399.0279  399.25482 399.4164  399.61804 399.85526
 400.12274 400.41498 400.72678 401.05374 401.39246 401.76727 402.25067
 402.74802 403.26044 403.79028 404.34    404.91125 405.50403]","[0.02647151 0.05293608 0.05290427 0.05286182 0.05283001 0.05280263
 0.05277833 0.05275552 0.05273547 0.05269298 0.05267426 0.05267215
 0.05263215 0.05261459 0.0526199  0.0525367  0.05231025 0.05211037
 0.05204384 0.02601717]",2016-01-07 00:06:29
6,20160107000634,20.427492,-166.78233,1452125195.8311663,44.840607,21.588968,0,400.22195,2.7562249,400.99658,"[1.01687588e-01 5.35197830e+01 1.07039566e+02 1.60559341e+02
 2.14079132e+02 2.67598938e+02 3.21118683e+02 3.74638458e+02
 4.28158264e+02 4.81678070e+02 5.35197876e+02 5.88717590e+02
 6.42237366e+02 6.95757202e+02 7.49276917e+02 8.02796753e+02
 8.56316528e+02 9.09836304e+02 9.63356140e+02 1.01687592e+03]","[390.77292 397.26007 399.04565 399.27133 399.43146 399.6311  399.86588
 400.1305  400.4195  400.72775 401.05096 401.3857  401.75854 402.2332
 402.72144 403.22446 403.7445  404.28397 404.84448 405.42596]","[0.02647504 0.05294321 0.0529115  0.05286912 0.05283726 0.05281011
 0.05278564 0.05276245 0.05274223 0.05269954 0.05267892 0.05267603
 0.05263693 0.05261695 0.05262293 0.05253619 0.05231495 0.05209448
 0.05199461 0.02599191]",2016-01-07 00:06:34
7,20160107000638,20.14672,-166.84772,1452125200.3247647,44.559933,21.599249,0,398.37112,2.430634,400.9845,"[1.01651043e-01 5.35005569e+01 1.07001114e+02 1.60501663e+02
 2.14002228e+02 2.67502777e+02 3.21003326e+02 3.74503845e+02
 4.28004456e+02 4.81504974e+02 5.35005554e+02 5.88506104e+02
 6.42006653e+02 6.95507263e+02 7.49007690e+02 8.02508362e+02
 8.56008911e+02 9.09509460e+02 9.63009949e+02 1.01651050e+03]","[390.7729  397.25952 399.06345 399.28784 399.44638 399.64398 399.87625
 400.13794 400.42365 400.7283  401.04764 401.37836 401.7488  402.2148
 402.69412 403.18787 403.6983  404.22766 404.7776  405.34796]","[0.02647394 0.05294111 0.05290957 0.05286732 0.05283554 0.05280886
 0.05278458 0.05276144 0.05274159 0.05270266 0.05268078 0.05267595
 0.05264099 0.0526194  0.05262426 0.05250329 0.05229704 0.05212094
 0.0520117  0.02599904]",2016-01-07 00:06:38
8,20160107001447,-9.011069,-173.40373,1452125688.9329777,15.898363,17.226086,1,400.6143,0.7786527,399.83383,"[1.01378985e-01 5.33573608e+01 1.06714722e+02 1.60072083e+02
 2.13429443e+02 2.66786804e+02 3.20144165e+02 3.73501526e+02
 4.26858887e+02 4.80216248e+02 5.33573608e+02 5.86930969e+02
 6.40288330e+02 6.93645691e+02 7.47003052e+02 8.00360474e+02
 8.53717773e+02 9.07075134e+02 9.60432495e+02 1.01378979e+03]","[390.7876  397.5946  400.42853 400.44684 400.45126 400.44318 400.4245
 400.39728 400.36356 400.3249  400.2826  400.238   400.19122 400.14206
 400.0902  400.03543 399.97736 399.91562 399.85007 399.78085]","[0.02654218 0.05307815 0.05304726 0.0530046  0.05296927 0.05292947
 0.05289014 0.05284707 0.05281819 0.05281452 0.05277989 0.05268349
 0.05257268 0.05242966 0.05228443 0.05222384 0.05216728 0.05206367
 0.05192868 0.02592553]",2016-01-07 00:14:47
9,20160107001452,-9.265234,-173.45953,1452125693.6581583,15.662525,16.984608,1,397.77762,0.8017485,399.82758,"[1.01425715e-01 5.33819580e+01 1.06763916e+02 1.60145859e+02
 2.13527832e+02 2.66909790e+02 3.20291718e+02 3.73673706e+02
 4.27055664e+02 4.80437653e+02 5.33819580e+02 5.87201538e+02
 6.40583435e+02 6.93965454e+02 7.47347412e+02 8.00729370e+02
 8.54111328e+02 9.07493286e+02 9.60875305e+02 1.01425714e+03]","[390.7876  397.59457 400.43405 400.4518  400.45535 400.44614 400.42606
 400.39728 400.36182 400.32135 400.27716 400.23062 400.1819  400.13068
 400.07675 400.01984 399.95953 399.8955  399.82758 399.7559 ]","[0.02653609 0.05306593 0.05303498 0.05299225 0.05295594 0.0529156
 0.05288142 0.05283815 0.05280592 0.05281951 0.05280627 0.05272562
 0.05262268 0.05244061 0.05226761 0.05222424 0.05216648 0.05204719
 0.05192261 0.02593088]",2016-01-07 00:14:52
