,sounding_id,latitude,longitude,time,solar_zenith_angle,sensor_zenith_angle,xco2_quality_flag,xco2,xco2_uncertainty,xco2_apriori,pressure_levels,co2_profile_apriori,pressure_weight,dates
0,20160108003727,27.135221,-173.34709,1452213449.1814032,51.40556,21.55887,0,400.3086,2.2624686,401.33817,"[1.01713963e-01 5.35336647e+01 1.07067329e+02 1.60600998e+02
 2.14134659e+02 2.67668335e+02 3.21201996e+02 3.74735657e+02
 4.28269318e+02 4.81803009e+02 5.35336670e+02 5.88870361e+02
 6.42403992e+02 6.95937622e+02 7.49471313e+02 8.03005005e+02
 8.56538635e+02 9.10072327e+02 9.63606018e+02 1.01713965e+03]","[390.80252 397.818   398.7827  398.93982 399.1459  399.39737 399.68918
 400.01575 400.37112 400.74988 401.14722 401.55917 401.9829  402.5721
 403.30322 404.05875 404.8425  405.65894 406.5116  407.40045]","[0.02646157 0.05291617 0.052884   0.05284122 0.05280908 0.05277946
 0.05274731 0.05272355 0.05270848 0.05268951 0.0526736  0.0526459
 0.05257938 0.05251433 0.05251159 0.05252967 0.05248678 0.0522943
 0.05213822 0.0260659 ]",2016-01-08 00:37:27
1,20160108003732,26.85635,-173.41644,1452213453.9069862,51.125908,21.556002,0,400.664,2.3700325,401.31174,"[1.01694897e-01 5.35236320e+01 1.07047264e+02 1.60570892e+02
 2.14094528e+02 2.67618164e+02 3.21141785e+02 3.74665436e+02
 4.28189056e+02 4.81712738e+02 5.35236328e+02 5.88759949e+02
 6.42283569e+02 6.95807251e+02 7.49330872e+02 8.02854492e+02
 8.56378113e+02 9.09901794e+02 9.63425476e+02 1.01694904e+03]","[390.7942  397.6328  398.78928 398.94226 399.14502 399.39383 399.68384
 400.00916 400.36383 400.7422  401.13937 401.55133 401.97522 402.5664
 403.2858  404.0291  404.80008 405.60315 406.44153 407.31537]","[0.02646079 0.05291476 0.05288286 0.05284028 0.05280829 0.05277922
 0.05274763 0.05272403 0.05270879 0.05269028 0.05267282 0.052643
 0.05258054 0.05252083 0.05251599 0.05252909 0.0524845  0.05229318
 0.05213779 0.02606533]",2016-01-08 00:37:32
2,20160108003736,26.574747,-173.48615,1452213458.4005847,50.84354,21.578087,0,399.3635,2.6109917,401.3025,"[1.01678140e-01 5.35148125e+01 1.07029625e+02 1.60544434e+02
 2.14059250e+02 2.67574066e+02 3.21088867e+02 3.74603699e+02
 4.28118500e+02 4.81633362e+02 5.35148132e+02 5.88662964e+02
 6.42177734e+02 6.95692566e+02 7.49207397e+02 8.02722229e+02
 8.56237000e+02 9.09751770e+02 9.63266724e+02 1.01678143e+03]","[390.79422 397.6331  398.80798 398.96    399.16132 399.4084  399.69626
 400.0191  400.371   400.74634 401.1402  401.5487  401.9689  402.55994
 403.2676  403.9988  404.75705 405.5467  406.3709  407.22974]","[0.02646029 0.05291368 0.05288173 0.05283916 0.0528072  0.05277841
 0.0527473  0.05272374 0.05270829 0.0526902  0.05267164 0.0526408
 0.05258067 0.05252476 0.05251926 0.05252778 0.05248172 0.05229395
 0.0521419  0.02606753]",2016-01-08 00:37:36
3,20160108003741,26.296442,-173.55487,1452213463.1266503,50.56455,21.569008,1,402.9917,3.4375498,401.27576,"[1.01818845e-01 5.35888672e+01 1.07177734e+02 1.60766602e+02
 2.14355469e+02 2.67944336e+02 3.21533203e+02 3.75122070e+02
 4.28710938e+02 4.82299835e+02 5.35888672e+02 5.89477539e+02
 6.43066406e+02 6.96655273e+02 7.50244141e+02 8.03833008e+02
 8.57421875e+02 9.11010742e+02 9.64599670e+02 1.01818848e+03]","[390.78616 397.44894 398.8143  398.96198 399.15976 399.4041  399.69006
 400.01166 400.36282 400.73785 401.13165 401.54028 401.96072 402.55237
 403.24872 403.96808 404.71393 405.49057 406.30106 407.14536]","[0.02646883 0.05293076 0.05289887 0.0528563  0.05282418 0.05279493
 0.05276235 0.05273792 0.05272239 0.05270449 0.05268421 0.05264827
 0.05257931 0.05251888 0.05251718 0.0525238  0.05246755 0.05225042
 0.05207514 0.02603423]",2016-01-08 00:37:41
4,20160108003746,26.016834,-173.62363,1452213467.619686,50.28428,21.57214,0,399.03287,3.2168708,401.2662,"[1.01730518e-01 5.35423775e+01 1.07084755e+02 1.60627121e+02
 2.14169510e+02 2.67711914e+02 3.21254242e+02 3.74796631e+02
 4.28339020e+02 4.81881409e+02 5.35423828e+02 5.88966187e+02
 6.42508484e+02 6.96050903e+02 7.49593262e+02 8.03135681e+02
 8.56678040e+02 9.10220398e+02 9.63762817e+02 1.01730524e+03]","[390.78616 397.4489  398.83282 398.9795  399.17587 399.41843 399.7022
 400.02127 400.3696  400.74146 401.13193 401.53696 401.95367 402.54398
 403.22906 403.93668 404.67032 405.43408 406.23093 407.06085]","[0.02646544 0.05292429 0.05289286 0.05285055 0.0528186  0.05278989
 0.05275784 0.05273362 0.05271799 0.05270075 0.05268132 0.05264638
 0.05258004 0.0525231  0.05252213 0.05252532 0.05246945 0.05226187
 0.05209432 0.02604422]",2016-01-08 00:37:46
5,20160108003755,25.459492,-173.76013,1452213476.837781,49.72573,21.560577,0,401.21786,3.2219958,401.24664,"[1.0176069e-01 5.3558254e+01 1.0711651e+02 1.6067476e+02 2.1423302e+02
 2.6779129e+02 3.2134952e+02 3.7490781e+02 4.2846603e+02 4.8202432e+02
 5.3558258e+02 5.8914081e+02 6.4269904e+02 6.9625732e+02 7.4981561e+02
 8.0337390e+02 8.5693207e+02 9.1049036e+02 9.6404865e+02 1.0176069e+03]","[390.78616 397.449   398.86963 399.01428 399.20786 399.44678 399.72617
 400.04016 400.38275 400.74835 401.13205 401.5299  401.93918 402.5258
 403.18872 403.87332 404.58292 405.32138 406.0915  406.8932 ]","[0.02646721 0.05292807 0.052897   0.05285483 0.05282285 0.0527945
 0.05276195 0.05273771 0.05272156 0.05270496 0.05268721 0.05265281
 0.05258535 0.05252926 0.05252947 0.05252742 0.05247563 0.05224757
 0.05205178 0.02602287]",2016-01-08 00:37:55
6,20160108003800,25.180092,-173.82814,1452213481.5639675,49.445793,21.560614,0,400.8629,3.2346318,401.23682,"[1.01723239e-01 5.35385475e+01 1.07077095e+02 1.60615646e+02
 2.14154190e+02 2.67692780e+02 3.21231293e+02 3.74769836e+02
 4.28308380e+02 4.81846954e+02 5.35385559e+02 5.88924072e+02
 6.42462585e+02 6.96001160e+02 7.49539673e+02 8.03078247e+02
 8.56616760e+02 9.10155396e+02 9.63693909e+02 1.01723248e+03]","[390.7862  397.44928 398.88797 399.03165 399.2238  399.46094 399.73813
 400.04956 400.3893  400.75177 401.13208 401.52634 401.93185 402.5162
 403.16818 403.84134 404.53903 405.26495 406.02182 406.80954]","[0.02646843 0.05292999 0.05289818 0.05285565 0.05282339 0.05279529
 0.05276283 0.05273794 0.05272095 0.05270493 0.05268785 0.05265409
 0.05258706 0.05253228 0.05253347 0.05253201 0.05248344 0.05224664
 0.05203441 0.02601119]",2016-01-08 00:38:00
7,20160108003804,24.899696,-173.89638,1452213486.0574856,49.16483,21.570305,0,400.10574,3.3135743,401.22626,"[1.0176984e-01 5.3563076e+01 1.0712615e+02 1.6068922e+02 2.1425230e+02
 2.6781540e+02 3.2137845e+02 3.7494153e+02 4.2850461e+02 4.8206769e+02
 5.3563080e+02 5.8919379e+02 6.4275690e+02 6.9632001e+02 7.4988306e+02
 8.0344617e+02 8.5700922e+02 9.1057227e+02 9.6413538e+02 1.0176984e+03]","[390.7862  397.44913 398.9063  399.04892 399.23962 399.47488 399.74982
 400.05862 400.39542 400.7546  401.13144 401.52203 401.92374 402.5052
 403.1464  403.80838 404.49435 405.20798 405.95187 406.7259 ]","[0.02647095 0.05293503 0.05290328 0.0528608  0.05282856 0.05280086
 0.05276863 0.05274298 0.0527252  0.05271037 0.05269346 0.05265936
 0.05259227 0.05253873 0.05254248 0.05254269 0.05246329 0.05221245
 0.05201188 0.02599674]",2016-01-08 00:38:04
8,20160108003809,24.620417,-173.96399,1452213490.7831087,48.88507,21.569214,0,400.59396,3.5181825,401.2153,"[1.0177446e-01 5.3565510e+01 1.0713102e+02 1.6069652e+02 2.1426204e+02
 2.6782755e+02 3.2139304e+02 3.7495856e+02 4.2852408e+02 4.8208960e+02
 5.3565509e+02 5.8922064e+02 6.4278607e+02 6.9635162e+02 7.4991711e+02
 8.0348267e+02 8.5704816e+02 9.1061365e+02 9.6417920e+02 1.0177447e+03]","[390.78616 397.44888 398.9245  399.06607 399.25528 399.48868 399.76132
 400.06744 400.40128 400.7572  401.13052 401.51743 401.91525 402.49353
 403.1241  403.77512 404.4496  405.15112 405.8823  406.64288]","[0.02647508 0.05294352 0.0529121  0.05286982 0.05283772 0.05281043
 0.0527785  0.05275198 0.05273331 0.05271992 0.05270306 0.0526678
 0.05260002 0.05254777 0.05255529 0.05255341 0.05243272 0.05215907
 0.05197219 0.02597629]",2016-01-08 00:38:09
9,20160108003827,23.50222,-174.23456,1452213509.2208683,47.764824,21.577175,1,397.5543,2.7324,401.17078,"[1.0158390e-01 5.3465210e+01 1.0693042e+02 1.6039561e+02 2.1386084e+02
 2.6732605e+02 3.2079123e+02 3.7425644e+02 4.2772168e+02 4.8118689e+02
 5.3465210e+02 5.8811731e+02 6.4158246e+02 6.9504773e+02 7.4851288e+02
 8.0197821e+02 8.5544336e+02 9.0890851e+02 9.6237378e+02 1.0158390e+03]","[390.78613 397.4478  398.99667 399.13397 399.3172  399.54285 399.80615
 400.1015  400.4232  400.76587 401.12494 401.49686 401.87912 402.44156
 403.0309  403.63904 404.2688  404.92343 405.60507 406.31354]","[0.02647252 0.05293876 0.05290786 0.05286584 0.05283413 0.05280767
 0.05277916 0.05275107 0.05273145 0.05272078 0.05270527 0.05266925
 0.05261023 0.05258045 0.05260051 0.05253815 0.05233154 0.05213416
 0.05202732 0.02599387]",2016-01-08 00:38:27
