,latitude,longitude,time,sensor_zenith_angle,xco2,xco2_uncertainty,xco2_apriori
35,-45.038258,169.69476,1451955441.4824798,18.469208,401.19937,0.68936586,399.2666
36,-45.314915,169.59637,1451955446.2085457,18.475616,393.8771,0.72871053,399.2668
37,-44.958485,169.64499,1451955464.6458626,3.7012267,396.77658,0.8800939,399.2637
38,-44.952965,169.64554,1451955469.1383748,0.72987646,398.3675,0.95549697,399.26337
39,-44.947594,169.64575,1451955473.8649635,2.2430599,397.3536,0.8925718,399.2631
40,-48.050804,167.46754,1451955556.835264,20.345985,398.74963,1.5177972,399.42834
41,-48.329975,167.36191,1451955561.3289027,20.293114,397.9543,1.9257706,399.43137
42,-48.880047,167.15057,1451955570.5479636,20.259933,397.98315,1.3291948,399.43726
43,-49.154156,167.04337,1451955575.2741501,20.251045,398.18454,1.3707758,399.44022
44,-49.42989,166.93436,1451955579.7670648,20.226456,397.63858,1.9224244,399.44315
45,-79.75741,123.73231,1451956091.5362864,3.741812,412.1186,3.7649555,398.75928
46,-79.75301,123.76703,1451956096.029885,0.80461836,405.70828,3.6137059,398.75934
47,-81.62439,133.90889,1451956105.2489862,24.334324,404.76038,2.0256622,398.80328
48,-81.61559,133.95628,1451956109.974569,24.88915,409.3021,1.9642403,398.80347
49,-83.17317,120.63008,1451956114.4670815,26.943443,409.49524,3.4815485,398.69427
50,-83.17106,120.685455,1451956119.1932678,25.894804,404.7708,3.2323148,398.69464
51,-83.166534,120.76369,1451956123.6861825,25.04176,411.45062,3.2420065,398.69522
52,-80.97982,112.15462,1451956132.905364,1.1696843,412.1958,3.3809764,398.70657
53,-78.7608,105.88953,1451956142.1240628,23.982538,409.62982,2.1860907,398.57758
54,-79.38395,92.74192,1451956156.0693905,26.941093,409.3685,2.7507267,398.6233
55,-79.385925,92.74911,1451956160.562265,25.84867,406.6467,2.7551157,398.6233
56,-79.38737,92.76046,1451956165.2884915,24.9533,409.95032,2.685115,398.6233
57,-81.806404,96.01629,1451956169.7814867,4.07706,409.05167,3.2636511,398.69302
58,-81.8064,96.05477,1451956174.5065868,1.164742,408.31552,3.259837,398.69318
59,-81.80526,96.09793,1451956179.0001855,1.7692184,409.23465,3.1132653,398.69336
60,-84.24027,100.180504,1451956183.7267742,24.292719,409.03503,3.3112352,398.63577
61,-84.23249,100.40207,1451956192.9448695,25.598143,406.87946,3.1023798,398.6362
62,-84.343834,74.10423,1451956197.4383876,26.927923,408.74716,3.307109,398.53876
63,-84.347496,74.18026,1451956202.164574,25.879097,406.1688,3.2420082,398.5389
64,-84.35068,74.25307,1451956206.6575289,25.038815,403.21512,3.1479337,398.5391
65,-81.908455,78.047295,1451956211.3826692,4.068335,407.68097,3.379914,398.48483
66,-81.91058,78.13851,1451956220.6017704,1.7920355,407.16415,3.2324994,398.4853
67,-79.438614,78.91881,1451956225.0953689,23.979034,402.09366,2.4634688,398.67117
68,-79.43866,78.94309,1451956229.820952,24.450743,400.6749,2.4538398,398.67117
69,-78.8945,65.560486,1451956239.0400932,26.925896,399.17233,2.1658077,398.67084
70,-78.89643,65.553566,1451956243.533692,25.84072,403.7188,2.1863186,398.67078
71,-78.899376,65.56823,1451956248.258792,24.940784,406.41614,2.128993,398.67062
72,-80.01977,47.658825,1451956303.5731568,1.8377392,398.81393,2.5636497,398.62274
73,-76.41874,44.502636,1451956322.011359,26.907104,399.13434,6.204292,398.71024
74,-76.42492,44.50481,1451956331.230098,24.921024,396.11038,6.1309476,398.7102
75,-77.673485,20.17913,1451956363.3800745,26.891323,400.71228,4.0822372,398.6979
76,-77.681206,20.184536,1451956368.1051745,25.852655,399.34753,4.1174426,398.69797
77,-77.69066,20.197,1451956372.5991755,25.015106,408.49216,4.2644,398.69806
78,-76.4314,29.756716,1451956381.8182766,1.0733345,379.26862,4.4888697,398.83707
79,-74.723404,36.945087,1451956395.7625582,24.44982,374.74564,2.3837814,398.93692
80,-72.79277,30.878672,1451956404.9816995,26.889723,400.93375,7.0244923,399.19275
81,-72.79495,30.873438,1451956409.4742923,25.801176,390.6787,6.710662,399.19247
82,-72.79854,30.87394,1451956414.2003582,24.907234,396.73267,6.8342338,399.19177
83,-74.33738,24.019606,1451956418.6934338,3.975414,402.76523,3.6824148,398.92267
84,-74.34436,24.029507,1451956423.41958,1.0393804,400.1572,3.5696723,398.92242
85,-74.35003,24.040314,1451956427.9126153,1.9036179,403.8898,3.4030366,398.92224
86,37.807415,165.18678,1451959986.3411517,6.2059875,395.96765,3.6163259,400.9602
87,37.803062,165.18375,1451959991.0662918,3.2910423,391.61493,5.2339864,400.96024
88,26.020916,161.82114,1451960157.006249,21.585293,401.78043,2.295008,401.16025
89,24.902903,161.54832,1451960175.4440486,21.591436,401.00467,3.1699116,401.1252
90,24.62397,161.48068,1451960179.937084,21.587397,399.5808,2.2705634,401.1182
91,23.505716,161.21172,1451960198.3759701,21.591322,401.48755,2.3388615,401.10208
92,23.225239,161.14464,1451960203.1010702,21.601147,400.62082,3.107673,401.06717
93,22.947632,161.07841,1451960207.5940654,21.583527,400.19012,3.5307283,401.08194
94,22.665863,161.01141,1451960212.3201714,21.60449,400.34268,3.1901035,401.0715
95,22.107447,160.8792,1451960221.5383873,21.598438,399.00937,3.551179,401.0509
96,17.629858,159.83923,1451960295.2904716,21.62431,398.45255,1.9482765,400.83887
97,17.350384,159.77545,1451960299.7834668,21.621382,400.72452,1.7177713,400.87247
98,17.069794,159.7115,1451960304.5086875,21.629164,399.5669,1.5656924,400.8596
99,16.789635,159.64758,1451960309.0021656,21.632702,399.17786,2.5168405,400.8471
100,16.229797,159.52025,1451960318.2213874,21.635096,399.58405,1.6711677,400.8228
101,15.949281,159.45667,1451960322.9468493,21.641752,400.06314,1.9880886,400.81018
102,15.669445,159.3932,1451960327.4394825,21.642553,400.33636,1.9623334,400.7975
103,15.388535,159.3297,1451960332.1655884,21.652498,399.91162,1.9075606,400.78452
104,15.108817,159.26643,1451960336.6585836,21.651823,399.45535,1.7534666,400.7715
105,14.828709,159.20314,1451960341.38477,21.654516,400.01263,1.8565145,400.75858
106,14.548815,159.14003,1451960345.877725,21.655321,398.93768,1.6363858,400.7316
107,14.268913,159.07706,1451960350.602825,21.656233,400.49957,1.7079898,400.71878
108,13.988961,159.01402,1451960355.0963833,21.65736,399.60034,1.7846085,400.71994
109,13.709032,158.95107,1451960359.8219662,21.658571,398.951,1.6678966,400.72086
110,12.868626,158.76245,1451960373.534666,21.66722,403.2316,1.7769307,400.68216
111,12.307836,158.63689,1451960382.753767,21.677929,399.88477,1.6863527,400.65683
112,11.746224,158.51134,1451960391.9724658,21.696646,399.64883,1.6266693,400.56683
113,11.188203,158.38675,1451960401.1906013,21.682177,400.44556,1.6900363,400.5493
114,-4.1955314,154.89969,1451960654.827085,22.006258,398.7279,0.6825784,399.88892
115,-4.2343345,154.8924,1451960659.3196778,19.777733,404.3546,0.6339246,399.88763
116,-11.838421,153.23189,1451960793.110262,14.955064,399.25708,0.96677864,399.71185
117,-12.094361,153.17482,1451960797.603257,14.733928,398.72934,1.0186427,399.70663
118,-12.35074,153.11707,1451960802.3294835,14.519828,398.22232,1.0658976,399.7015
119,-12.6059885,153.06,1451960806.8223581,14.29322,399.7722,1.0067712,399.69656
120,-12.860874,153.00278,1451960811.5475788,14.064928,399.56876,0.99303204,399.69168
121,-13.116939,152.94536,1451960816.0410972,13.846787,401.34897,1.0566415,399.68698
122,-13.372539,152.88782,1451960820.7666397,13.626133,399.27817,1.0067167,399.68234
123,-13.626976,152.8304,1451960825.2602384,13.3954735,399.84094,1.0677679,399.67783
124,-14.137102,152.71503,1451960834.4793797,12.948505,399.1154,1.1602563,399.75128
125,-14.903702,152.54086,1451960848.4236612,12.299181,399.0677,1.1189133,399.73932
126,-15.159834,152.48242,1451960852.916576,12.090734,399.22064,1.1240814,399.73553
127,-15.414253,152.42426,1451960857.6427624,11.867863,399.1144,1.0709578,399.73184
128,-15.669794,152.36568,1451960862.1352746,11.657365,401.66513,1.1356461,399.72827
129,-15.924178,152.30719,1451960866.8608575,11.43822,399.38565,1.104989,399.72482
130,-16.180552,152.24821,1451960871.3544965,11.237519,398.88177,1.1549349,399.72144
131,-16.690155,152.13054,1451960880.5735574,10.814557,397.6712,1.0826576,399.70483
132,-16.94594,152.07129,1451960885.2997437,10.614436,400.28583,1.0850776,399.70175
133,-17.201103,152.01196,1451960889.792739,10.411985,400.5363,1.0847387,399.70908
134,-17.457287,151.95242,1451960894.5178792,10.219628,399.5816,1.0249828,399.7062
135,-17.712618,151.8928,1451960899.0113974,10.02284,400.25092,1.0373682,399.70346
136,-17.9682,151.83298,1451960903.73694,9.831146,399.79535,1.0603865,399.70078
137,-18.00548,151.82497,1451960908.230579,7.956916,400.85706,1.0886921,399.70038
138,-18.285398,151.76083,1451960912.9560814,7.957752,401.4485,1.0828965,399.6975
139,-18.56554,151.6965,1451960917.4486742,7.9603677,400.23877,0.97631073,399.6948
140,40.61018,141.22717,1451965812.6769602,17.999914,395.734,3.7020164,400.81894
141,40.498905,141.48216,1451965817.4031868,15.731596,400.8278,3.4173362,400.83032
142,36.268127,139.21051,1451965881.9345608,22.10219,404.20682,1.6065196,401.34518
143,35.940147,140.00998,1451965886.4281595,19.788286,405.9196,1.8936232,401.36392
144,35.767708,140.38704,1451965900.3734872,12.668702,401.34125,2.0192893,401.3479
145,35.781662,140.1308,1451965904.8664823,9.855285,403.1009,1.6321628,401.35724
146,35.782238,139.46492,1451965914.085181,7.1499476,405.80743,1.8071115,401.32574
147,35.63561,139.69193,1451965918.8106432,4.2625904,406.61316,1.9241743,401.34964
148,35.511585,139.4652,1451965923.3042822,4.7485924,404.71066,1.6221106,401.32227
149,35.442284,140.10876,1451965932.5233831,4.648967,404.80548,1.5879021,401.33768
150,35.554462,140.21092,1451965941.7414784,11.804459,396.53305,1.4346123,401.33942
151,35.24202,140.13297,1451965946.4676647,11.492395,395.78827,1.9404815,401.26544
152,35.339542,140.00574,1451965950.9613037,14.922091,407.46115,1.42692,401.31937
153,19.031221,135.61856,1451966162.9960418,21.609156,399.34732,1.5556142,400.927
154,18.751207,135.55392,1451966167.7216246,21.612225,400.52667,1.7524107,400.91544
155,18.47136,135.4895,1451966172.2141771,21.613733,399.45566,1.7604688,400.90344
156,18.190804,135.4251,1451966176.9397602,21.621376,401.6379,1.9881217,400.8913
157,17.911032,135.36092,1451966181.4332783,21.621397,399.42322,1.5145869,400.87924
158,17.63063,135.29674,1451966186.158459,21.627739,400.01465,1.6410106,400.8672
159,16.790726,135.1051,1451966199.8705552,21.633028,400.6415,1.566248,400.8162
160,15.950361,134.91415,1451966213.8158827,21.641914,400.1354,1.6953453,400.77982
161,15.671436,134.85094,1451966218.309401,21.63346,399.35663,1.5338542,400.76764
162,15.389764,134.78722,1451966223.0349436,21.651007,400.43076,1.5211492,400.7367
163,15.109889,134.72404,1451966227.5274963,21.6517,400.01508,1.532422,400.7246
164,14.829958,134.66078,1451966232.2536826,21.652744,401.25674,1.4484352,400.71252
165,14.550706,134.59784,1451966236.7466779,21.647446,400.2034,1.5370343,400.76086
166,13.990347,134.47173,1451966245.9653764,21.65419,399.84857,1.4014945,400.7221
167,13.70937,134.40854,1451966250.691965,21.664625,400.4923,1.4350778,400.70987
168,13.429117,134.34564,1451966255.1844776,21.668898,399.94928,1.4140168,400.6974
169,13.1504755,134.28308,1451966259.9100604,21.658037,400.54535,1.2639899,400.68497
170,12.868694,134.21988,1451966264.4035788,21.676304,399.66672,1.400367,400.65894
171,12.587283,134.15692,1451966269.1287591,21.69137,399.06796,1.3391666,400.6468
172,12.309027,134.09468,1451966273.6227603,21.67612,401.52316,1.3559386,400.63467
173,12.028907,134.03206,1451966278.3478603,21.67925,399.7888,1.6251268,400.62167
174,11.1887,133.84442,1451966292.06056,21.686138,399.40857,1.5374874,400.60995
175,8.947717,133.345,1451966328.936079,21.712898,398.28204,1.1297007,400.4952
176,8.665258,133.28224,1451966333.6611793,21.738503,398.8159,1.0620368,400.48306
177,8.38585,133.21999,1451966338.154778,21.735638,399.60693,1.2283297,400.4705
178,6.985083,132.90799,1451966361.3181605,21.758995,399.2719,1.0571265,400.40848
179,6.7044106,132.84549,1451966365.8111558,21.76892,399.68872,0.9861582,400.39627
180,6.4255157,132.78325,1451966370.5372617,21.762453,400.15933,0.884952,400.38428
181,6.1441407,132.72061,1451966375.0309005,21.778786,399.31644,1.0584464,400.37213
182,5.863143,132.65794,1451966379.7564836,21.792395,397.9361,0.9551061,400.3601
183,5.5840025,132.59554,1451966384.2489958,21.789518,399.3205,0.9631746,400.34827
184,2.5017335,131.90385,1451966435.0693598,21.879087,397.58466,0.84560484,400.07428
185,2.221207,131.84045,1451966439.5622745,21.89242,400.63614,1.05306,400.06293
186,2.7852426,132.33672,1451966462.7256975,0.6961696,401.80508,3.0473754,400.2332
187,2.540658,132.28525,1451966467.219256,0.31632885,399.70523,3.4004767,400.2234
188,-4.8025875,130.74623,1451966582.5721204,3.7762692,398.76343,1.4988543,399.92413
189,-7.32817,130.21165,1451966623.9401922,3.7829247,399.65106,1.3050045,399.8212
190,-7.3249464,130.21161,1451966628.6663785,0.7695159,401.28592,1.6288483,399.8213
191,-12.397115,130.90594,1451966674.7605965,25.985504,394.70145,0.75098777,399.77176
192,-15.491711,131.00198,1451966734.567474,26.852848,399.55737,0.8403418,399.7232
193,-15.487705,131.00217,1451966739.292574,25.747215,399.1518,0.7625449,399.72336
194,-15.483758,131.00212,1451966743.7855692,24.860947,400.0729,0.71595454,399.72348
195,-14.904711,128.5804,1451966748.511675,3.8552678,400.2991,0.63477856,399.73935
196,-14.900682,128.57956,1451966753.0052736,0.8445848,400.3697,0.683435,399.73938
197,-14.897256,128.57866,1451966757.7308564,2.1657324,401.82202,0.78018445,399.73938
198,-14.497542,126.1309,1451966762.2244148,24.118536,399.29977,0.80351746,399.7487
199,-14.494126,126.129715,1451966766.9499576,24.67073,398.57913,0.7975789,399.7487
200,-14.489435,126.128426,1451966771.4425101,25.496029,400.78537,0.853079,399.74872
201,-17.4249,128.02057,1451966789.8807929,3.8551652,405.6983,0.9822551,399.70404
202,-17.42293,128.02022,1451966794.6069791,0.86788076,402.32733,0.98391354,399.7041
203,-17.418404,128.01949,1451966799.1004572,2.150026,403.86728,1.0465701,399.70422
204,-20.538658,129.94635,1451966817.5366879,26.879955,399.91275,0.6069733,399.68033
205,-20.534243,129.94675,1451966822.2628741,25.773968,400.57416,0.7573817,399.68033
206,-20.526573,129.94772,1451966826.7568753,24.87833,399.63086,0.7023895,399.68033
207,-19.947372,127.45104,1451966831.4820156,3.8943846,402.00067,0.6559752,399.69073
208,-19.942678,127.450356,1451966835.975574,0.88426745,402.26663,0.6746767,399.6908
209,-19.530762,124.92958,1451966845.1936693,24.10354,402.75754,0.72944075,399.68085
210,-19.525198,124.92918,1451966849.9192522,24.649431,402.18097,0.5507966,399.68094
211,-19.520397,124.92782,1451966854.4127703,25.468147,413.23715,0.9427483,399.68103
212,-25.577745,128.86505,1451966900.506988,26.898441,401.02737,0.85318536,399.66565
213,-25.574245,128.86554,1451966905.2331746,25.799843,399.86362,0.60759157,399.66568
214,-25.569122,128.8661,1451966909.7271755,24.911724,399.35205,0.61212975,399.6657
215,-24.977795,126.269806,1451966918.9448686,0.938882,396.97833,1.0820384,399.6572
216,-27.496836,125.654076,1451966955.8213935,3.9690018,401.36862,0.6256322,399.66647
217,-27.49213,125.6545,1451966960.5464532,0.9706781,401.82465,0.6960586,399.66638
218,-27.485367,125.65448,1451966965.0400922,2.0522232,402.4435,0.6048657,399.6663
219,-28.06053,128.31177,1451966969.765675,24.152163,401.86884,0.5504474,399.6577
220,-28.052643,128.31157,1451966974.2581873,24.707893,401.83905,0.56980383,399.6578
221,-28.044224,128.31108,1451966978.984776,25.531523,401.58783,0.594388,399.65796
222,-30.610977,127.74222,1451966983.4773688,26.924242,399.7547,0.5906688,399.44235
223,-30.606945,127.74298,1451966988.203475,25.826277,400.81824,0.6453534,399.44232
224,-30.60076,127.743965,1451966992.69647,24.936565,400.32272,0.6649162,399.44226
225,-39.748913,121.33522,1451967191.0185888,15.899323,399.87396,0.86826015,399.41043
226,-40.49757,121.0826,1451967204.7312884,16.616783,400.8919,0.85503674,399.41824
227,-40.746723,120.9975,1451967209.4563887,16.858013,399.09085,0.9286647,399.42087
228,-40.996544,120.91148,1451967213.9499874,17.09347,394.07944,0.9355204,399.4235
229,-42.243267,120.474205,1451967237.11337,18.280308,397.6404,1.0070121,399.41177
230,-42.98888,120.205345,1451967250.8254662,19.005219,398.49448,1.0130328,399.42004
231,-43.23583,120.114914,1451967255.551693,19.25962,397.80646,0.82279474,399.4228
232,-43.483963,120.02358,1451967260.0451708,19.502401,396.95322,0.86928296,399.42557
233,-44.227768,119.74564,1451967273.9898949,20.22992,403.02512,1.0033625,399.43396
234,-47.780464,118.49382,1451967333.7957666,20.287033,398.2832,1.3803537,399.44995
235,-49.706017,117.74876,1451967366.178894,20.168293,399.88153,1.2943082,399.4713
236,-49.981327,117.63739,1451967370.6718893,20.146482,398.72845,1.3104377,399.4743
237,-50.255184,117.5253,1451967375.396949,20.136965,392.70007,1.4819431,399.47733
238,-50.803394,117.29715,1451967384.616171,20.11195,394.14447,2.118611,399.48322
239,-81.44133,85.938156,1451967882.436967,24.277376,411.09836,2.6711586,398.65408
240,-81.42283,86.03001,1451967891.6560678,25.577501,412.33496,2.6548774,398.654
241,-84.34675,25.06645,1451967979.1190014,26.918629,411.68546,3.5293853,398.46
242,-84.350006,25.117651,1451967983.8444636,25.879986,412.76657,3.5785754,398.51535
243,-84.3533,25.199028,1451967988.3370967,25.037003,413.04236,3.5954375,398.5152
244,-79.44055,29.840477,1451968006.776385,23.978834,405.27026,2.3484764,398.58282
245,-79.44054,29.86749,1451968011.501485,24.45124,402.28427,2.4203172,398.58276
246,-78.89641,16.471441,1451968020.7205863,26.937778,401.05237,2.7269728,398.629
247,-78.90192,16.489824,1451968029.9387217,24.94386,403.0627,2.4750266,398.62903
248,-80.01393,-1.4856362,1451968076.0339856,4.041515,406.0927,5.980812,398.8953
249,-80.01902,-1.4526467,1451968080.5264978,1.1066046,402.1579,6.3550167,398.89523
250,-80.02316,-1.4227414,1451968085.252644,1.8331208,400.27826,4.8608565,398.89517
251,-76.42192,-4.582587,1451968103.689921,26.911148,405.16324,4.735215,398.8775
252,-76.42488,-4.5834217,1451968108.1834793,25.81849,402.8652,4.458578,398.87753
253,-76.426834,-4.5866547,1451968112.9089818,24.929964,405.709,4.619214,398.87756
254,-78.35853,-11.714801,1451968122.1276805,1.0845519,380.65286,2.7440317,399.01926
255,-78.36373,-11.692335,1451968126.6206756,1.859054,382.83566,2.6977103,399.0192
256,-79.88931,-22.115637,1451968131.3468218,24.320776,394.93216,5.443506,399.1928
257,-79.898926,-22.075697,1451968135.8397365,24.855213,389.0358,5.143707,399.1916
258,-79.9078,-22.036121,1451968140.5660033,25.644943,394.4133,4.844822,399.19034
259,-74.72478,-12.151106,1451968172.7159395,23.970068,383.58243,6.618554,399.19012
260,-74.72699,-12.141031,1451968177.4410396,24.450167,382.13257,6.1850343,399.1899
261,53.429363,117.71964,1451971505.4810047,26.858784,403.59207,3.8006616,399.51758
262,53.429344,117.71628,1451971509.9748044,25.786526,403.86157,3.7575703,399.518
263,53.431015,117.71396,1451971514.7001057,24.919212,403.97025,3.6917787,399.52087
264,49.73869,124.112724,1451971546.8493178,26.660374,403.53314,3.0043287,400.2563
265,49.734364,124.10799,1451971551.5752225,25.60149,393.79572,2.6602292,400.2537
266,44.444023,119.47646,1451971629.8203826,22.72016,405.69427,1.7875975,400.21906
267,43.835674,119.43367,1451971639.0381157,23.38669,404.9813,1.5977815,400.52722
268,43.53067,119.41243,1451971643.7647045,23.740002,401.59128,1.5307455,400.6742
269,43.224648,119.39155,1451971648.2571766,24.11135,403.3592,1.3902069,400.66452
270,42.91946,119.371124,1451971652.9838457,24.482655,400.67944,1.6031855,400.54294
271,42.61263,119.35081,1451971657.4774444,24.875261,403.41302,1.6754253,400.62567
272,42.305992,119.330894,1451971662.2025042,25.273396,402.81494,1.69258,400.69315
273,42.330456,118.23061,1451971666.6954994,21.653759,401.01816,1.7088823,400.18314
274,42.299633,117.14365,1451971671.4216053,20.652668,407.08356,2.2384503,399.92502
275,42.22436,116.03396,1451971675.9146004,22.62433,404.61386,2.5125098,400.03024
276,41.966743,115.76553,1451971680.6396604,23.314062,402.38733,2.3064718,399.983
277,41.703987,115.49573,1451971685.1332994,24.092499,408.9246,2.5070171,399.99146
278,41.443325,115.22656,1451971689.8588822,24.898035,406.0732,2.5764084,399.974
279,41.178642,114.95586,1451971694.3524003,25.772438,406.3678,3.1952484,399.97668
280,40.914486,114.684906,1451971699.077581,26.67757,402.56073,2.1215777,400.308
281,40.648605,114.41256,1451971703.5704956,27.626179,403.42123,1.7375214,400.48587
282,40.66307,114.95285,1451971708.296682,22.76226,403.35342,1.4600672,400.62897
283,39.90612,116.40082,1451971712.790723,19.64143,404.03745,2.0047872,401.12094
284,39.96443,117.47003,1451971717.515783,15.275832,404.21146,1.7739447,401.07632
285,39.773117,118.2109,1451971722.0093818,16.488846,402.72458,1.7588658,401.0718
286,39.263165,118.955666,1451971726.735005,21.888802,403.18033,1.5961839,401.0901
287,39.105907,117.26176,1451971731.2274768,15.593737,404.21033,1.9979341,401.10736
288,39.15672,117.04732,1451971735.9530597,12.238296,405.97986,1.681407,401.10657
289,39.555737,115.18962,1451971740.446578,13.6826515,405.31686,1.9264452,400.63187
290,39.93123,113.09461,1451971745.1727643,27.18001,405.9897,2.0462809,400.29404
291,39.369846,112.552345,1451971749.6657596,30.270224,403.77026,2.0120366,400.35175
292,15.797738,108.0466,1451972155.29816,24.190346,399.063,1.3218604,400.74298
293,15.800642,108.04562,1451972160.0236626,24.76659,396.5876,1.2054105,400.74316
294,15.806015,108.04483,1451972164.517261,25.619125,400.3915,1.2048177,400.74377
295,7.830318,108.55099,1451972238.2684603,21.748325,399.4592,1.019814,400.43396
296,7.550064,108.48869,1451972242.995049,21.753132,397.96564,1.025592,400.42175
297,7.26929,108.426056,1451972247.4875615,21.764479,399.74753,1.0230871,400.40942
298,6.709889,108.30142,1451972256.7067027,21.766108,398.7516,1.0526993,400.07462
299,6.4287167,108.23874,1451972261.432849,21.780819,399.84595,1.0365584,400.38522
300,6.1473885,108.176094,1451972265.9258842,21.797188,399.99243,1.1668836,400.37308
301,5.8675966,108.113625,1451972270.6509843,21.800106,400.0246,1.1643646,400.36102
302,5.5882397,108.05121,1451972275.144583,21.798641,399.58545,0.9836923,400.05472
303,5.3084106,107.98871,1451972279.8700855,21.801956,398.91714,1.0305876,400.34955
304,5.0288806,107.92622,1451972284.3636842,21.802435,399.49744,1.0012015,400.33768
305,4.748598,107.86358,1451972289.0887842,21.810598,399.30408,1.0211567,400.32587
306,4.466703,107.80037,1451972293.5817792,21.83433,400.40457,1.0093367,400.32657
307,4.188024,107.738,1451972298.3079658,21.827438,398.90485,0.9981653,400.31485
308,3.906446,107.67485,1451972302.8008804,21.84844,399.79526,0.997613,400.3031
309,2.5054977,107.35954,1451972325.9653494,21.892982,399.75452,0.8877238,400.24606
310,2.2269697,107.29658,1451972330.4578617,21.888113,400.05295,1.1465496,400.23492
311,2.1899853,107.28968,1451972335.1840482,19.6043,400.08774,0.96957093,400.23343
312,1.9087037,107.23069,1451972339.6769629,19.609222,400.3882,1.006233,400.2223
313,2.5466921,107.741455,1451972358.1148834,0.31197783,399.86465,2.79552,400.24765
314,0.26156974,107.26246,1451972394.9909658,0.7268549,401.41287,2.9493852,400.15854
315,-13.355417,103.808525,1451972602.5321856,13.499991,400.37292,0.8789748,399.57977
316,-13.609875,103.75115,1451972607.0257843,13.269101,398.789,0.97873455,399.59286
317,-13.865341,103.693436,1451972611.7512465,13.048857,398.70825,1.1915314,399.58844
318,-14.375363,103.5779,1451972620.9704683,12.602611,398.994,1.1799967,399.73578
319,-15.907351,103.228065,1451972648.6274095,11.312321,398.96414,0.9361596,399.6141
320,-16.418318,103.11038,1451972657.846591,10.897532,398.95135,1.0155473,399.607
321,-16.674595,103.051094,1451972662.339063,10.70074,397.73557,0.96841663,399.60364
322,-16.929825,102.99209,1451972667.0652494,10.495086,398.61707,0.90195733,399.60037
323,-17.18352,102.933105,1451972671.5581641,10.280156,399.1005,0.9539328,399.57626
324,-17.694784,102.81404,1451972680.7773857,9.889085,395.8938,1.1122017,399.5702
325,-18.206293,102.694244,1451972689.9960847,9.511444,398.75473,0.98528504,399.58545
326,-18.46206,102.634285,1451972694.7216675,9.325833,397.6251,0.96362793,399.5828
327,-18.716082,102.57442,1451972699.2151856,9.130348,398.18646,1.1308199,399.5592
