,latitude,longitude,time,sensor_zenith_angle,xco2,xco2_uncertainty,xco2_apriori,dates
0,-74.99241,162.84126,1451608383.2489893,26.974253,401.64148,3.5668097,399.33536,2016-01-01 00:33:01
1,-74.98562,162.85953,1451608387.9745722,25.909986,405.4249,3.7698658,399.33542,2016-01-01 00:33:06
2,-74.97762,162.87798,1451608392.4680903,25.049591,410.6839,4.6878767,399.33542,2016-01-01 00:33:11
3,-74.41205,141.7354,1451608424.850695,26.970304,404.74084,3.4050837,399.04263,2016-01-01 00:33:43
4,-77.64846,125.245255,1451608507.8219607,26.956215,409.4909,3.54683,398.87863,2016-01-01 00:35:06
5,-81.4342,143.22995,1451608539.9725006,24.800102,409.1391,2.548243,398.6797,2016-01-01 00:35:38
6,-83.172424,128.8181,1451608549.1905556,26.940088,412.71274,4.0766635,398.64612,2016-01-01 00:35:47
7,-83.169876,128.88057,1451608553.9171844,25.889553,408.7391,3.9290245,398.64627,2016-01-01 00:35:52
8,-83.165985,128.95,1451608558.4097772,25.040377,416.30786,3.9813068,398.6465,2016-01-01 00:35:56
9,-80.97707,120.375404,1451608572.3550649,1.7685659,409.69833,3.9200432,398.67548,2016-01-01 00:36:10
10,-79.384575,100.92423,1451608590.7922611,26.94081,409.56158,3.6961858,398.6839,2016-01-01 00:36:29
11,-79.38664,100.92823,1451608595.2858999,25.849901,418.1896,3.7420676,398.68393,2016-01-01 00:36:33
12,-79.38778,100.94926,1451608600.011362,24.94954,412.85428,3.722407,398.68402,2016-01-01 00:36:38
13,-81.806496,104.206,1451608604.5049608,4.066544,410.59207,3.7115378,398.61816,2016-01-01 00:36:43
14,-81.8063,104.24781,1451608609.2311873,1.1480534,409.25378,4.3852096,398.61835,2016-01-01 00:36:47
15,-81.80516,104.29102,1451608613.724102,1.78611,406.5481,3.6927793,398.6185,2016-01-01 00:36:52
16,-84.23983,108.36925,1451608618.4502885,24.292768,409.15878,4.5729737,398.58545,2016-01-01 00:36:56
17,-84.23682,108.461365,1451608622.9428008,24.814201,401.0617,3.9572315,398.58575,2016-01-01 00:37:01
18,-84.23242,108.58071,1451608627.6683836,25.597403,408.4243,4.02681,398.5861,2016-01-01 00:37:06
19,-84.343956,82.299965,1451608632.1619823,26.922718,409.33923,3.8267472,398.63187,2016-01-01 00:37:10
20,-84.34743,82.361595,1451608636.888571,25.879787,416.45648,4.060757,398.63202,2016-01-01 00:37:15
21,-78.896965,73.73421,1451608678.257166,25.840435,400.35138,4.35209,398.7996,2016-01-01 00:37:56
22,-81.81521,44.93525,1451608719.8588715,25.868921,406.1097,4.314653,398.77878,2016-01-01 00:38:38
23,-76.418884,52.68072,1451608756.734994,26.908375,401.08987,5.1066084,398.98776,2016-01-01 00:39:15
24,-76.42119,52.67624,1451608761.228472,25.819115,396.42136,4.754198,398.98767,2016-01-01 00:39:19
25,-76.42447,52.679745,1451608765.9540548,24.923798,400.05414,5.379301,398.9876,2016-01-01 00:39:24
26,-77.67385,28.36136,1451608798.1045544,26.889654,396.3395,6.016783,398.93338,2016-01-01 00:39:56
27,-77.68019,28.363325,1451608802.8301775,25.856396,392.61755,6.0879326,398.93347,2016-01-01 00:40:01
28,-77.6905,28.377876,1451608807.323736,25.015709,392.16287,5.9958167,398.93353,2016-01-01 00:40:05
29,-76.42635,37.925224,1451608812.0492787,3.9901006,378.5552,1.9343581,398.869,2016-01-01 00:40:10
30,-74.72061,45.112373,1451608825.7619784,23.969446,399.85385,5.520937,398.96237,2016-01-01 00:40:24
31,-74.722694,45.121376,1451608830.4871588,24.447834,409.41495,5.2396154,398.96228,2016-01-01 00:40:28
32,-74.725525,45.135315,1451608834.9806771,25.191252,406.46826,4.894993,398.96222,2016-01-01 00:40:33
33,-72.79195,39.055798,1451608839.7063003,26.894814,397.41193,7.193949,399.09726,2016-01-01 00:40:38
34,-72.79798,39.051342,1451608848.9253612,24.90882,397.6283,7.0706654,399.09674,2016-01-01 00:40:47
