,sounding_id,latitude,longitude,time,solar_zenith_angle,sensor_zenith_angle,xco2_quality_flag,xco2,xco2_uncertainty,xco2_apriori,pressure_levels,co2_profile_apriori,pressure_weight,dates
0,20160105003126,48.78546,-166.78622,1451953888.2003398,73.64288,21.70653,1,411.71954,6.922995,400.31604,"[9.9258758e-02 5.2241455e+01 1.0448291e+02 1.5672435e+02 2.0896582e+02
 2.6120728e+02 3.1344870e+02 3.6569016e+02 4.1793164e+02 4.7017307e+02
 5.2241455e+02 5.7465594e+02 6.2689740e+02 6.7913892e+02 7.3138031e+02
 7.8362177e+02 8.3586328e+02 8.8810468e+02 9.4034613e+02 9.9258765e+02]","[390.6271  394.13968 395.6611  396.83002 397.80707 398.75342 399.86243
 397.0906  397.39313 397.866   398.49527 399.25943 400.13345 401.0927
 402.11584 403.18643 405.2346  407.98035 410.92535 414.11517]","[0.02642922 0.05284696 0.052807   0.05275987 0.05272735 0.05270252
 0.05268212 0.0526642  0.05264838 0.05263414 0.05262049 0.05260677
 0.05258882 0.05257161 0.0525556  0.0525307  0.05250219 0.05246657
 0.05243884 0.02621667]",2016-01-05 00:31:26
1,20160105003131,48.50876,-166.89429,1451953892.6946223,73.362144,21.716396,1,414.4656,6.7341113,400.3306,"[9.9306598e-02 5.2266636e+01 1.0453327e+02 1.5679990e+02 2.0906654e+02
 2.6133319e+02 3.1359979e+02 3.6586642e+02 4.1813309e+02 4.7039972e+02
 5.2266638e+02 5.7493298e+02 6.2719958e+02 6.7946625e+02 7.3173285e+02
 7.8399951e+02 8.3626617e+02 8.8853271e+02 9.4079944e+02 9.9306598e+02]","[390.62717 394.1405  395.6623  396.83148 397.80862 398.75568 399.86087
 397.10983 397.41342 397.88797 398.51932 399.28574 400.1618  401.1228
 402.14734 403.21896 405.30722 408.0079  410.90295 414.03568]","[0.02643085 0.05285009 0.05280991 0.05276264 0.05273002 0.05270511
 0.05268458 0.0526664  0.05265056 0.05263623 0.05262235 0.05260897
 0.05258893 0.0525685  0.05255296 0.05252877 0.05249599 0.05246004
 0.05243384 0.02621325]",2016-01-05 00:31:31
2,20160105003149,47.40728,-167.315,1451953911.1322613,72.24535,21.699972,1,408.89355,6.588242,400.44443,"[9.9618703e-02 5.2430897e+01 1.0486179e+02 1.5729268e+02 2.0972359e+02
 2.6215448e+02 3.1458536e+02 3.6701624e+02 4.1944717e+02 4.7187808e+02
 5.2430896e+02 5.7673981e+02 6.2917072e+02 6.8160162e+02 7.3403247e+02
 7.8646344e+02 8.3889435e+02 8.9132520e+02 9.4375616e+02 9.9618701e+02]","[390.6306  394.2205  395.77533 396.97113 397.94617 399.01328 399.63135
 397.2527  397.59296 398.09274 398.73642 399.50238 400.36682 401.30695
 402.3037  403.34283 405.54343 408.07858 410.79047 413.7149 ]","[0.02643054 0.05284966 0.05280985 0.05276275 0.05273018 0.05270526
 0.05268477 0.05266679 0.0526511  0.05263596 0.05262105 0.05260841
 0.0525921  0.05257075 0.05254972 0.05252306 0.05248941 0.05245906
 0.05244128 0.0262183 ]",2016-01-05 00:31:49
3,20160105003349,40.218884,-169.75922,1451954030.9786842,64.97951,21.625933,1,389.71915,3.4787254,400.83615,"[1.01249896e-01 5.32894173e+01 1.06578835e+02 1.59868256e+02
 2.13157669e+02 2.66447113e+02 3.19736511e+02 3.73025940e+02
 4.26315338e+02 4.79604797e+02 5.32894226e+02 5.86183594e+02
 6.39473022e+02 6.92762512e+02 7.46051880e+02 7.99341309e+02
 8.52630676e+02 9.05920166e+02 9.59209595e+02 1.01249896e+03]","[390.6501  394.6668  396.40564 397.74197 398.99588 398.7164  397.83636
 398.15942 398.60495 399.15936 399.80533 400.5245  401.29993 402.1176
 402.9673  404.49634 406.11176 407.80768 409.60114 411.5022 ]","[0.02642954 0.05284872 0.05281077 0.05276496 0.05273313 0.05270855
 0.05268781 0.05266711 0.0526481  0.05263297 0.05262033 0.05261036
 0.05260027 0.0525898  0.052568   0.05252333 0.0524769  0.052444
 0.05242515 0.02621019]",2016-01-05 00:33:49
4,20160105003354,39.942013,-169.84485,1451954035.7041864,64.700325,21.619883,0,403.0253,4.368115,400.84082,"[1.01288535e-01 5.33097534e+01 1.06619507e+02 1.59929260e+02
 2.13239014e+02 2.66548798e+02 3.19858521e+02 3.73168274e+02
 4.26478027e+02 4.79787811e+02 5.33097595e+02 5.86407288e+02
 6.39717041e+02 6.93026855e+02 7.46336548e+02 7.99646362e+02
 8.52956055e+02 9.06265869e+02 9.59575623e+02 1.01288538e+03]","[390.6542  394.76114 396.53952 397.89087 399.2638  397.62308 397.9132
 398.25177 398.7046  399.25815 399.8961  400.6014  401.3586  402.15497
 402.991   404.51425 406.1061  407.77682 409.54303 411.41428]","[0.02643226 0.0528536  0.05281483 0.05276857 0.05273641 0.05271146
 0.05269043 0.05266927 0.05265033 0.05263445 0.0526204  0.05261044
 0.0526006  0.05259066 0.05257333 0.05252257 0.05246389 0.05243327
 0.05241752 0.02620571]",2016-01-05 00:33:54
5,20160105003358,39.66473,-169.92818,1451954040.1977851,64.4212,21.612776,0,403.335,4.8872933,400.84512,"[1.0138798e-01 5.3362099e+01 1.0672420e+02 1.6008627e+02 2.1344839e+02
 2.6681049e+02 3.2017255e+02 3.7353467e+02 4.2689679e+02 4.8025885e+02
 5.3362097e+02 5.8698303e+02 6.4034509e+02 6.9370728e+02 7.4706934e+02
 8.0043146e+02 8.5379358e+02 9.0715558e+02 9.6051770e+02 1.0138798e+03]","[390.65424 394.76178 396.5404  397.89194 399.26382 397.6414  397.93387
 398.2723  398.72482 399.27798 399.9152  400.61942 401.37512 402.16965
 403.02823 404.5299  406.09857 407.7446  409.48407 411.32608]","[0.02643293 0.05285544 0.05281744 0.05277157 0.05273965 0.05271477
 0.05269381 0.05267275 0.05265358 0.05263691 0.05262189 0.05261163
 0.05260237 0.05259302 0.05257665 0.05251881 0.05245112 0.05242288
 0.05241057 0.02620223]",2016-01-05 00:33:58
6,20160105003403,39.386303,-170.01323,1451954044.923368,64.14051,21.620481,1,395.2794,4.612857,400.91354,"[1.01345345e-01 5.33396568e+01 1.06679314e+02 1.60018967e+02
 2.13358627e+02 2.66698303e+02 3.20037933e+02 3.73377594e+02
 4.26717255e+02 4.80056946e+02 5.33396606e+02 5.86736267e+02
 6.40075867e+02 6.93415527e+02 7.46755188e+02 8.00094910e+02
 8.53434509e+02 9.06774109e+02 9.60113892e+02 1.01345349e+03]","[390.65848 394.85913 396.6788  398.03873 399.54312 397.77524 398.0109
 398.36188 398.81955 399.37054 399.99927 400.6899  401.42822 402.20267
 403.0648  404.54486 406.0904  407.7118  409.42453 411.23746]","[0.02643132 0.05285238 0.05281462 0.05276893 0.05273709 0.0527123
 0.05269156 0.05267164 0.0526525  0.05263485 0.05261964 0.05260899
 0.05259972 0.05258965 0.05257508 0.05252168 0.05245784 0.0524322
 0.05242063 0.02620737]",2016-01-05 00:34:03
7,20160105003417,38.55542,-170.26398,1451954058.6360679,63.303226,21.598648,0,402.00314,4.5881433,400.97952,"[1.01519763e-01 5.34314537e+01 1.06862907e+02 1.60294357e+02
 2.13725815e+02 2.67157288e+02 3.20588715e+02 3.74020172e+02
 4.27451630e+02 4.80883118e+02 5.34314575e+02 5.87746033e+02
 6.41177429e+02 6.94608887e+02 7.48040344e+02 8.01471863e+02
 8.54903259e+02 9.08334656e+02 9.61766235e+02 1.01519763e+03]","[390.66293 394.96094 396.82367 398.2077  399.7624  397.87628 398.12808
 398.48862 398.94864 399.49506 400.11298 400.78757 401.50583 402.2572
 403.16132 404.57874 406.05737 407.6075  409.24335 410.9724 ]","[0.02643734 0.05286423 0.05282628 0.05278051 0.0527483  0.05272332
 0.05270259 0.0526842  0.05266108 0.0526356  0.05262145 0.05261461
 0.05259633 0.05257995 0.05256791 0.05250872 0.05244091 0.05241268
 0.0523978  0.02619619]",2016-01-05 00:34:17
8,20160105003635,30.207825,-172.57913,1451954196.9206526,54.90973,21.565475,0,399.8732,3.5545833,400.94034,"[1.0226556e-01 5.3823978e+01 1.0764796e+02 1.6147192e+02 2.1529591e+02
 2.6911990e+02 3.2294385e+02 3.7676785e+02 4.3059183e+02 4.8441580e+02
 5.3823981e+02 5.9206378e+02 6.4588770e+02 6.9971179e+02 7.5353571e+02
 8.0735974e+02 8.6118365e+02 9.1500763e+02 9.6883160e+02 1.0226556e+03]","[390.6726  395.18356 397.1397  398.66727 398.87915 398.56845 398.8259
 399.1721  399.59625 400.08505 400.62476 401.20303 401.80997 402.5044
 403.38202 404.2901  405.23206 406.21387 407.24106 408.31546]","[0.02646101 0.05291392 0.05287962 0.05283559 0.05280344 0.05277735
 0.05275608 0.05273562 0.05270403 0.05265724 0.05261226 0.05258012
 0.05256426 0.05254904 0.05253518 0.05254216 0.05242076 0.05228007
 0.05226335 0.0261289 ]",2016-01-05 00:36:35
9,20160105003640,29.927599,-172.65149,1451954201.6468792,54.628513,21.577585,0,399.90656,3.542441,400.93134,"[1.0231207e-01 5.3848461e+01 1.0769692e+02 1.6154538e+02 2.1539384e+02
 2.6924231e+02 3.2309076e+02 3.7693924e+02 4.3078769e+02 4.8463617e+02
 5.3848462e+02 5.9233307e+02 6.4618152e+02 7.0003009e+02 7.5387848e+02
 8.0772693e+02 8.6157538e+02 9.1542389e+02 9.6927234e+02 1.0231208e+03]","[390.668   395.07736 396.98874 398.4437  399.60138 398.55164 398.79794
 399.1383  399.5617  400.05402 400.60043 401.18756 401.8048  402.51013
 403.37415 404.26785 405.1949  406.16092 407.1713  408.22784]","[0.02645691 0.052906   0.0528721  0.05282829 0.05279624 0.05277002
 0.05274877 0.05272886 0.05269955 0.05265314 0.05260748 0.05257906
 0.05256369 0.0525499  0.05254351 0.0525681  0.05244381 0.0522856
 0.05226793 0.02613103]",2016-01-05 00:36:40
